  11800.000   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11802.030   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11804.061   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11806.091   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11808.122   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11810.152   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11812.183   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11814.213   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11816.244   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11818.274   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11820.305   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11822.335   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11824.365   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11826.396   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11828.426   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11830.457   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11832.487   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11834.518   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11836.548   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11838.579   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11840.609   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11842.640   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11844.670   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11846.701   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11848.731   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11850.761   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11852.792   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11854.822   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11856.853   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11858.883   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11860.914   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11862.944   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11864.975   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11867.005   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11869.036   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11871.066   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11873.096   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11875.127   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11877.157   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11879.188   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11881.218   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11883.249   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11885.279   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11887.310   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11889.340   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11891.371   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11893.401   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11895.431   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11897.462   0.0000000000    0.0000000000    0.0000000000   0.0000000000
  11899.492   0.0000000000    0.0000000776    0.0000000000   0.0000000000
  11901.523   0.0000000000    0.0000029912    0.0000000000   0.0000000000
  11903.553   0.0000000000    0.0000129121    0.0000000000   0.0000000000
  11905.584   0.0000000000    0.0000326390    0.0000000000   0.0000000000
  11907.614   0.0000000000    0.0000669911    0.0000000000   0.0000000000
  11909.645   0.0000000000    0.0001208405    0.0000000000   0.0000000000
  11911.675   0.0000000000    0.0001955507    0.0000000000   0.0000000000
  11913.706   0.0000000000    0.0002911223    0.0000000000   0.0000000000
  11915.736   0.0000000000    0.0004075582    0.0000000000   0.0000000000
  11917.766   0.0000000000    0.0005448656    0.0000000000   0.0000000000
  11919.797   0.0000000000    0.0007029555    0.0000000000   0.0000000000
  11921.827   0.0000000000    0.0008788170   -0.0000002000   0.0000000000
  11923.858   0.0000000000    0.0010682851   -0.0000015048   0.0000000000
  11925.888   0.0000000000    0.0012686923   -0.0000048720   0.0000000000
  11927.919   0.0000000000    0.0014716663   -0.0000117491   0.0000000000
  11929.949   0.0000000000    0.0016652272   -0.0000248263   0.0000000000
  11931.980   0.0000000000    0.0018433528   -0.0000459128   0.0000000000
  11934.010   0.0000000000    0.0020013293   -0.0000753762   0.0000000000
  11936.041   0.0000000000    0.0021334456   -0.0001132068   0.0000000000
  11938.071   0.0000000000    0.0022376076   -0.0001594070   0.0000000000
  11940.102   0.0000000000    0.0023136162   -0.0002139792   0.0000000000
  11942.132   0.0000000000    0.0023614637   -0.0002767063   0.0000000000
  11944.162   0.0000000000    0.0023811477   -0.0003466303   0.0000000000
  11946.193   0.0000000000    0.0023726762   -0.0004228188   0.0000000000
  11948.223   0.0000000000    0.0023396029   -0.0005037546   0.0000000000
  11950.254   0.0000000000    0.0022894111   -0.0005838372   0.0000000000
  11952.284   0.0000000000    0.0022267262   -0.0006568978   0.0000000000
  11954.315   0.0000000000    0.0021563288   -0.0007202382   0.0000000000
  11956.345   0.0000000000    0.0020839363   -0.0007654345   0.0000000000
  11958.376   0.0000000000    0.0020112987   -0.0007831083   0.0000000000
  11960.406   0.0000000000    0.0019383103   -0.0007715659   0.0000000000
  11962.437   0.0000000000    0.0018642581   -0.0007307967   0.0000000000
  11964.467   0.0000000000    0.0017886858   -0.0006608222   0.0000000000
  11966.497   0.0000000000    0.0017114827   -0.0005616367   0.0000000000
  11968.528   0.0000000000    0.0016326567   -0.0004332349   0.0000000000
  11970.558   0.0000000000    0.0015522023   -0.0002786974   0.0000000000
  11972.589   0.0000000000    0.0014701181   -0.0001025381   0.0000000000
  11974.619   0.0000000000    0.0013864127    0.0000929851   0.0000000000
  11976.650   0.0000000000    0.0013011317    0.0002976523   0.0000000000
  11978.680   0.0000000000    0.0012143170    0.0004975475   0.0000000000
  11980.711   0.0000000000    0.0011262418    0.0006878486   0.0000000000
  11982.741   0.0000000000    0.0010376076    0.0008628919   0.0000000000
  11984.772   0.0000000000    0.0009489326    0.0010132770   0.0000000000
