 0  0.000000  0.000000  0.000000
 1  0.000383  2.035864  3.401516
 2  0.000767  4.071727  12.378465
 3  0.001150  6.107591  22.856406
 4  0.001534  8.143454  32.622101
 5  0.001917  10.179318  40.796924
 6  0.002301  12.215181  47.163626
 7  0.002684  14.251045  51.808022
 8  0.003068  16.286908  54.939467
 9  0.003451  18.322772  56.802851
 10  0.003835  20.358635  57.637049
 11  0.004218  22.394499  57.656975
 12  0.004602  24.430362  57.047534
 13  0.004985  26.466226  55.963379
 14  0.005369  28.502089  54.531344
 15  0.005752  30.537953  52.853879
 16  0.006136  32.573816  51.012694
 17  0.006519  34.609680  49.072189
 18  0.006903  36.645543  47.082518
 19  0.007286  38.681407  45.082235
 20  0.007670  40.717271  43.100520
 21  0.008053  42.753134  41.159038
 22  0.008437  44.788998  39.273472
 23  0.008820  46.824861  37.454768
 24  0.009204  48.860725  35.710154
 25  0.009587  50.896588  34.043965
 26  0.009971  52.932452  32.458296
 27  0.010354  54.968315  30.953539
 28  0.010738  57.004179  29.528804
 29  0.011121  59.040042  28.182256
 30  0.011505  61.075906  26.911377
 31  0.011888  63.111769  25.713182
 32  0.012272  65.147633  24.584379
 33  0.012655  67.183496  23.521498
 34  0.013039  69.219360  22.520987
 35  0.013422  71.255223  21.579286
 36  0.013806  73.291087  20.692887
 37  0.014189  75.326950  19.858371
 38  0.014573  77.362814  19.072437
 39  0.014956  79.398677  18.331926
 40  0.015340  81.434541  17.633829
 41  0.015723  83.470405  16.975299
 42  0.016107  85.506268  16.353650
 43  0.016490  87.542132  15.766358
 44  0.016874  89.577995  15.211059
 45  0.017257  91.613859  14.685545
 46  0.017641  93.649722  14.187757
 47  0.018024  95.685586  13.715779
 48  0.018408  97.721449  13.267830
 49  0.018791  99.757313  12.842258
 50  0.019175  101.793176  12.437531
 51  0.019558  103.829040  12.052232
 52  0.019942  105.864903  11.685047
 53  0.020325  107.900767  11.334763
 54  0.020709  109.936630  11.000258
 55  0.021092  111.972494  10.680496
 56  0.021476  114.008357  10.374520
 57  0.021859  116.044221  10.081444
 58  0.022243  118.080084  9.800453
 59  0.022626  120.115948  9.530793
 60  0.023010  122.151812  9.271766
 61  0.023393  124.187675  9.022731
 62  0.023777  126.223539  8.783092
 63  0.024160  128.259402  8.552300
 64  0.024544  130.295266  8.329848
 65  0.024927  132.331129  8.115266
 66  0.025311  134.366993  7.908119
 67  0.025694  136.402856  7.708005
 68  0.026078  138.438720  7.514552
 69  0.026461  140.474583  7.327414
 70  0.026845  142.510447  7.146270
 71  0.027228  144.546310  6.970824
 72  0.027612  146.582174  6.800799
 73  0.027995  148.618037  6.635937
 74  0.028379  150.653901  6.476001
 75  0.028762  152.689764  6.320766
 76  0.029146  154.725628  6.170025
 77  0.029529  156.761491  6.023585
 78  0.029913  158.797355  5.881264
 79  0.030296  160.833219  5.742893
 80  0.030680  162.869082  5.608312
 81  0.031063  164.904946  5.477374
 82  0.031447  166.940809  5.349938
 83  0.031830  168.976673  5.225874
 84  0.032214  171.012536  5.105057
 85  0.032597  173.048400  4.987371
 86  0.032981  175.084263  4.872707
 87  0.033364  177.120127  4.760961
 88  0.033748  179.155990  4.652034
 89  0.034131  181.191854  4.545834
 90  0.034515  183.227717  4.442273
 91  0.034898  185.263581  4.341268
 92  0.035282  187.299444  4.242738
 93  0.035665  189.335308  4.146608
 94  0.036049  191.371171  4.052807
 95  0.036432  193.407035  3.961265
 96  0.036816  195.442898  3.871917
 97  0.037199  197.478762  3.784700
 98  0.037583  199.514625  3.699554
 99  0.037966  201.550489  3.616422
 100  0.038350  203.586353  3.535248
 101  0.038733  205.622216  3.455979
 102  0.039117  207.658080  3.378565
 103  0.039500  209.693943  3.302955
 104  0.039884  211.729807  3.229104
 105  0.040267  213.765670  3.156966
 106  0.040650  215.801534  3.086496
 107  0.041034  217.837397  3.017652
 108  0.041417  219.873261  2.950393
 109  0.041801  221.909124  2.884680
 110  0.042184  223.944988  2.820474
 111  0.042568  225.980851  2.757738
 112  0.042951  228.016715  2.696436
 113  0.043335  230.052578  2.636534
 114  0.043718  232.088442  2.577997
 115  0.044102  234.124305  2.520793
 116  0.044485  236.160169  2.464889
 117  0.044869  238.196032  2.410255
 118  0.045252  240.231896  2.356860
 119  0.045636  242.267760  2.304676
 120  0.046019  244.303623  2.253674
 121  0.046403  246.339487  2.203825
 122  0.046786  248.375350  2.155104
 123  0.047170  250.411214  2.107484
 124  0.047553  252.447077  2.060939
 125  0.047937  254.482941  2.015444
 126  0.048320  256.518804  1.970975
 127  0.048704  258.554668  1.927508
 128  0.049087  260.590531  1.885021
 129  0.049471  262.626395  1.843491
 130  0.049854  264.662258  1.802895
 131  0.050238  266.698122  1.763212
 132  0.050621  268.733985  1.724422
 133  0.051005  270.769849  1.686503
 134  0.051388  272.805712  1.649437
 135  0.051772  274.841576  1.613203
 136  0.052155  276.877439  1.577783
 137  0.052539  278.913303  1.543158
 138  0.052922  280.949167  1.509310
 139  0.053306  282.985030  1.476221
 140  0.053689  285.020894  1.443874
 141  0.054073  287.056757  1.412252
 142  0.054456  289.092621  1.381339
 143  0.054840  291.128484  1.351118
 144  0.055223  293.164348  1.321574
 145  0.055607  295.200211  1.292691
 146  0.055990  297.236075  1.264455
 147  0.056374  299.271938  1.236851
 148  0.056757  301.307802  1.209864
 149  0.057141  303.343665  1.183481
 150  0.057524  305.379529  1.157687
 151  0.057908  307.415392  1.132470
 152  0.058291  309.451256  1.107817
 153  0.058675  311.487119  1.083713
 154  0.059058  313.522983  1.060148
 155  0.059442  315.558846  1.037109
 156  0.059825  317.594710  1.014584
 157  0.060209  319.630573  0.992561
 158  0.060592  321.666437  0.971029
 159  0.060976  323.702301  0.949978
 160  0.061359  325.738164  0.929395
 161  0.061743  327.774028  0.909270
 162  0.062126  329.809891  0.889594
 163  0.062510  331.845755  0.870355
 164  0.062893  333.881618  0.851544
 165  0.063277  335.917482  0.833152
 166  0.063660  337.953345  0.815168
 167  0.064044  339.989209  0.797584
 168  0.064427  342.025072  0.780391
 169  0.064811  344.060936  0.763579
 170  0.065194  346.096799  0.747140
 171  0.065578  348.132663  0.731066
 172  0.065961  350.168526  0.715348
 173  0.066345  352.204390  0.699979
 174  0.066728  354.240253  0.684950
 175  0.067112  356.276117  0.670254
 176  0.067495  358.311980  0.655882
 177  0.067879  360.347844  0.641829
 178  0.068262  362.383708  0.628087
 179  0.068646  364.419571  0.614648
 180  0.069029  366.455435  0.601506
 181  0.069413  368.491298  0.588654
 182  0.069796  370.527162  0.576085
 183  0.070180  372.563025  0.563794
 184  0.070563  374.598889  0.551773
 185  0.070947  376.634752  0.540017
 186  0.071330  378.670616  0.528521
