11800.000000  847.457627  -0.001933 
11802.035864  847.311440  -0.001949 
11804.071727  847.165303  -0.001964 
11806.107591  847.019216  -0.001980 
11808.143454  846.873180  -0.001996 
11810.179318  846.727194  -0.002012 
11812.215181  846.581259  -0.002028 
11814.251045  846.435374  -0.002045 
11816.286908  846.289539  -0.002061 
11818.322772  846.143754  -0.002078 
11820.358635  845.998020  -0.002095 
11822.394499  845.852336  -0.002112 
11824.430362  845.706702  -0.002129 
11826.466226  845.561118  -0.002147 
11828.502089  845.415584  -0.002165 
11830.537953  845.270100  -0.002183 
11832.573816  845.124666  -0.002201 
11834.609680  844.979283  -0.002219 
11836.645543  844.833949  -0.002238 
11838.681407  844.688666  -0.002256 
11840.717271  844.543432  -0.002275 
11842.753134  844.398248  -0.002294 
11844.788998  844.253114  -0.002314 
11846.824861  844.108030  -0.002333 
11848.860725  843.962996  -0.002353 
11850.896588  843.818012  -0.002373 
11852.932452  843.673078  -0.002393 
11854.968315  843.528193  -0.002413 
11857.004179  843.383358  -0.002434 
11859.040042  843.238573  -0.002455 
11861.075906  843.093837  -0.002476 
11863.111769  842.949151  -0.002497 
11865.147633  842.804515  -0.002518 
11867.183496  842.659929  -0.002540 
11869.219360  842.515392  -0.002562 
11871.255223  842.370904  -0.002584 
11873.291087  842.226467  -0.002606 
11875.326950  842.082078  -0.002629 
11877.362814  841.937740  -0.002652 
11879.398677  841.793450  -0.002675 
11881.434541  841.649210  -0.002698 
11883.470405  841.505020  -0.002721 
11885.506268  841.360879  -0.002745 
11887.542132  841.216787  -0.002769 
11889.577995  841.072745  -0.002793 
11891.613859  840.928752  -0.002817 
11893.649722  840.784808  -0.002841 
11895.685586  840.640914  -0.002866 
11897.721449  840.497069  -0.002891 
11899.757313  840.353273  -0.002916 
11901.793176  840.209526  -0.002941 
11903.829040  840.065828  -0.002966 
11905.864903  839.922180  -0.002992 
11907.900767  839.778580  -0.003017 
11909.936630  839.635030  -0.003043 
11911.972494  839.491529  -0.003069 
11914.008357  839.348077  -0.003095 
11916.044221  839.204674  -0.003121 
11918.080084  839.061319  -0.003148 
11920.115948  838.918014  -0.003174 
11922.151812  838.774758  -0.003200 
11924.187675  838.631551  -0.003226 
11926.223539  838.488392  -0.003253 
11928.259402  838.345283  -0.003279 
11930.295266  838.202222  -0.003305 
11932.331129  838.059210  -0.003331 
11934.366993  837.916247  -0.003357 
11936.402856  837.773333  -0.003383 
11938.438720  837.630467  -0.003408 
11940.474583  837.487650  -0.003433 
11942.510447  837.344882  -0.003457 
11944.546310  837.202162  -0.003481 
11946.582174  837.059492  -0.003505 
11948.618037  836.916869  -0.003527 
11950.653901  836.774296  -0.003549 
11952.689764  836.631771  -0.003569 
11954.725628  836.489294  -0.003589 
11956.761491  836.346866  -0.003606 
11958.797355  836.204486  -0.003622 
11960.833219  836.062155  -0.003635 
11962.869082  835.919873  -0.003645 
11964.904946  835.777638  -0.003651 
11966.940809  835.635453  -0.003653 
11968.976673  835.493315  -0.003648 
11971.012536  835.351226  -0.003635 
11973.048400  835.209185  -0.003609 
11975.084263  835.067193  -0.003566 
11977.120127  834.925249  -0.003497 
11979.155990  834.783353  -0.003387 
11981.191854  834.641505  -0.003221 
11983.227717  834.499705  -0.003010 
11985.263581  834.357954  -0.002854 
11987.299444  834.216251  -0.002837 
11989.335308  834.074596  -0.002851 
11991.371171  833.932989  -0.002772 
11993.407035  833.791430  -0.002546 
11995.442898  833.649919  -0.002146 
11997.478762  833.508456  -0.001586 
11999.514625  833.367041  -0.001057 
12001.550489  833.225674  -0.000739 
12003.586353  833.084355  -0.000531 
12005.622216  832.943085  -0.000351 
12007.658080  832.801861  -0.000284 
12009.693943  832.660686  -0.000426 
12011.729807  832.519559  -0.000538 
12013.765670  832.378479  -0.000363 
12015.801534  832.237448  0.000133 
12017.837397  832.096464  0.000819 
12019.873261  831.955528  0.001488 
12021.909124  831.814639  0.002202 
12023.944988  831.673798  0.003253 
12025.980851  831.533005  0.004631 
12028.016715  831.392260  0.005974 
12030.052578  831.251562  0.007084 
12032.088442  831.110912  0.008015 
12034.124305  830.970310  0.008999 
12036.160169  830.829755  0.010448 
12038.196032  830.689247  0.012656 
12040.231896  830.548787  0.015475 
12042.267760  830.408375  0.018449 
12044.303623  830.268010  0.021212 
12046.339487  830.127692  0.023570 
12048.375350  829.987422  0.025722 
12050.411214  829.847200  0.027855 
12052.447077  829.707024  0.029991 
12054.482941  829.566896  0.031701 
12056.518804  829.426816  0.032823 
12058.554668  829.286782  0.034618 
12060.590531  829.146796  0.037994 
12062.626395  829.006857  0.042458 
12064.662258  828.866966  0.046725 
12066.698122  828.727121  0.049839 
12068.733985  828.587324  0.051759 
12070.769849  828.447574  0.053736 
12072.805712  828.307871  0.056481 
12074.841576  828.168215  0.059846 
12076.877439  828.028607  0.063969 
12078.913303  827.889045  0.069053 
12080.949167  827.749530  0.074717 
12082.985030  827.610063  0.079793 
12085.020894  827.470642  0.084569 
12087.056757  827.331269  0.090055 
12089.092621  827.191942  0.096125 
12091.128484  827.052662  0.102656 
12093.164348  826.913429  0.109415 
12095.200211  826.774243  0.115036 
12097.236075  826.635104  0.118702 
12099.271938  826.496012  0.121002 
12101.307802  826.356966  0.122664 
12103.343665  826.217967  0.124503 
12105.379529  826.079015  0.127092 
12107.415392  825.940110  0.130545 
12109.451256  825.801251  0.134045 
12111.487119  825.662439  0.136908 
12113.522983  825.523674  0.139123 
12115.558846  825.384956  0.140592 
12117.594710  825.246284  0.141261 
12119.630573  825.107658  0.140696 
12121.666437  824.969079  0.139110 
12123.702301  824.830547  0.137644 
12125.738164  824.692061  0.137422 
12127.774028  824.553622  0.138213 
12129.809891  824.415229  0.138727 
12131.845755  824.276883  0.138198 
12133.881618  824.138583  0.136627 
12135.917482  824.000329  0.133953 
12137.953345  823.862122  0.130926 
12139.989209  823.723961  0.128313 
12142.025072  823.585847  0.125647 
12144.060936  823.447779  0.121545 
12146.096799  823.309757  0.115499 
12148.132663  823.171781  0.109478 
12150.168526  823.033852  0.104958 
12152.204390  822.895968  0.101449 
12154.240253  822.758131  0.097847 
12156.276117  822.620341  0.094068 
12158.311980  822.482596  0.089850 
12160.347844  822.344897  0.084301 
12162.383708  822.207245  0.077440 
12164.419571  822.069639  0.070106 
12166.455435  821.932078  0.063553 
12168.491298  821.794564  0.058409 
12170.527162  821.657096  0.054144 
12172.563025  821.519673  0.049968 
12174.598889  821.382297  0.045631 
12176.634752  821.244967  0.040782 
12178.670616  821.107682  0.034649 
12180.706479  820.970443  0.027313 
12182.742343  820.833251  0.020210 
12184.778206  820.696104  0.014174 
12186.814070  820.559003  0.008799 
12188.849933  820.421947  0.003650 
12190.885797  820.284938  -0.001655 
12192.921660  820.147974  -0.007390 
12194.957524  820.011056  -0.013520 
12196.993387  819.874184  -0.020016 
12199.029251  819.737357  -0.026913 
12201.065115  819.600576  -0.034024 
12203.100978  819.463841  -0.041115 
12205.136842  819.327151  -0.048266 
12207.172705  819.190507  -0.055702 
12209.208569  819.053909  -0.063382 
12211.244432  818.917356  -0.071219 
