12241.247 0.076364154		            -0.21042257 	-0.086978181	    0.20649942        -0.16816892    -0.18328361       0.1083683700	  0.0626647540  -0.086978181
12243.265 0.080167882		            -0.21790075 	-0.095137903	    0.22415196        -0.14121745    -0.193718	       0.1167599600	  0.0657417840  -0.095137903
12245.283 0.084395893		            -0.22416446 	-0.10391489	    0.24405069        -0.10503317    -0.20820163       0.1265639200	  0.0691077800  -0.10391489
12247.301 0.089196791		            -0.22873449 	-0.11364268	    0.26589302        -0.058651899   -0.22694287       0.1366186000	  0.0729519210  -0.11364268
12249.319 0.094435262		            -0.23087158 	-0.12435455	    0.2879845	      -0.0037757551  -0.24848946       0.1469414800	  0.0772458730  -0.12435455
12251.337 0.10001789		            -0.22974445 	-0.1361416	    0.30831808        0.057164631    -0.27065237       0.1581746600	  0.0817647810  -0.1361416
12253.355 0.10592433		            -0.2254544  	-0.14901655	    0.32741247        0.12179805     -0.29277369       0.1708364200	  0.0863101140  -0.14901655
12255.373 0.11215481		            -0.21833818 	-0.16286149	    0.34689361        0.19015152     -0.31652509       0.1841468800	  0.0908538490  -0.16286149
12257.391 0.11873171		            -0.20836108 	-0.17758423	    0.36642553        0.26672781     -0.34423278       0.1975402700	  0.0958287100  -0.17758423
12259.409 0.12574239		            -0.19542598 	-0.19334513	    0.38511339        0.35406553     -0.37715836       0.2120213800	  0.1012592400  -0.19334513
12261.427 0.13317292		            -0.17804695 	-0.21086735	    0.40433063        0.45019129     -0.41735432       0.2282291000	  0.1067551800  -0.21086735
12263.445 0.14086099		            -0.15491624 	-0.23058778	    0.42653238        0.55245998     -0.46725738       0.2447816600	  0.1126198200  -0.23058778
12265.463 0.14878251		            -0.12661639 	-0.2525371	    0.45250334        0.65521175     -0.52399361       0.2619045800	  0.1188653200  -0.2525371
12267.481 0.15723945		            -0.0937715  	-0.2774065	    0.48261459        0.75058235     -0.58065815       0.2807524100	  0.1251635500  -0.2774065
12269.499 0.16649582		            -0.056837845	-0.30567935	    0.51727453        0.83575934     -0.63359926       0.3008765600	  0.1314611200  -0.30567935
12271.517 0.17650684		            -0.01636998 	-0.33645061	    0.55418516        0.90935006     -0.6822627        0.3214315700	  0.1377583500  -0.33645061
12273.535 0.18720999		            0.027376269 	-0.36865002	    0.58950435        0.96703276     -0.72618455       0.3413793200	  0.1439841900  -0.36865002
12275.553 0.19855726		            0.074093416 	-0.40215756	    0.62195098        1.0051009      -0.765003	       0.3617608600	  0.1500547200  -0.40215756
12277.571 0.21044746		            0.12224418  	-0.43756366	    0.65148638        1.0226186      -0.79805267       0.3827321300	  0.1555234200  -0.43756366
12279.589 0.22283376		            0.17030477  	-0.47524182	    0.6758707	      1.0228391      -0.82293978       0.4046212400	  0.1607599000  -0.47524182
12281.607 0.23574421		            0.21708962  	-0.5142326	    0.69098163        1.0099489      -0.83383618       0.4275524300	  0.1661672000  -0.5142326
12283.625 0.24903629		            0.26254518  	-0.553218	    0.69307645        0.98520828     -0.8241597        0.4496516600	  0.1710606900  -0.553218
12285.643 0.26232573		            0.30765289  	-0.59123876	    0.68076185        0.94996397     -0.79499478       0.4700564000	  0.1752651800  -0.59123876
12287.661 0.2750815		            0.35150502  	-0.62707807	    0.65456404        0.90260057     -0.7529963        0.4897773900	  0.1789196100  -0.62707807
12289.679 0.28699112		            0.3925257		-0.65992804	    0.61652072        0.83491703     -0.70145946       0.5091087900	  0.1821057200  -0.65992804
12291.697 0.29808945		            0.43019852  	-0.69050353	    0.57091453        0.74653504     -0.64197123       0.5270919100	  0.1848865300  -0.69050353
12293.715 0.30832499		            0.46306031  	-0.71883425	    0.52088162        0.6479558      -0.57561534       0.5442052800	  0.1872036400  -0.71883425
12295.733 0.31760117		            0.48974338  	-0.74410914	    0.46602154        0.54467499     -0.50066563       0.5599093100	  0.1889621300  -0.74410914
12297.751 0.32589515		            0.51151635  	-0.76568362	    0.40656857        0.43617967     -0.41654659       0.5741107600	  0.1901355100  -0.76568362
12299.769 0.332969		            0.52944016  	-0.7826696	    0.34396709        0.32263982     -0.32598399       0.5854320700	  0.1904383500  -0.7826696
12301.787 0.33870851		            0.54287968  	-0.79507817	    0.27858296        0.20404967     -0.23213413       0.5933315600	  0.1899843700  -0.79507817
12303.805 0.34325481		            0.55025494  	-0.80338159	    0.21121549        0.080481766    -0.1388011        0.5997520600	  0.1891726900  -0.80338159
12305.823 0.34658714		            0.55039299  	-0.80756413	    0.14262136        -0.046066328   -0.048388194      0.6040711200	  0.1878230200  -0.80756413
12307.841 0.3486748		            0.54436506  	-0.80761901	    0.072589595       -0.16771115    0.038341053       0.6048408100	  0.1858636100  -0.80761901
12309.859 0.34943627		            0.53346273  	-0.80374761	    0.0020657804      -0.27316729    0.1200997	       0.6026945900	  0.1834750100  -0.80374761
12311.877 0.34874154		            0.5177358		-0.79596264	    -0.066960683      -0.36047791    0.19739008        0.5981694500	  0.1807292200  -0.79596264
12313.895 0.34670831		            0.49853258  	-0.78508128	    -0.13183131       -0.43425955    0.27016003        0.5907438300	  0.1777646200  -0.78508128
12315.913 0.343515		            0.47692385  	-0.77132725	    -0.18958477       -0.49449898    0.3355494	       0.5809756300	  0.1745930900  -0.77132725
12317.931 0.33930144		            0.45263305  	-0.75422609	    -0.23936196       -0.54125677    0.39237024        0.5697009100	  0.1711084100  -0.75422609
12319.949 0.33430963		            0.42618339  	-0.73447059	    -0.28264262       -0.57703572    0.44091015        0.5572393300	  0.1673842500  -0.73447059
12321.967 0.32863634		            0.3983995		-0.71288093	    -0.32223668       -0.60066171    0.47973404        0.5426761900	  0.1634740200  -0.71288093
12323.985 0.32233206		            0.3698271		-0.69000605	    -0.36060765       -0.61018977    0.50913574        0.5254262000	  0.1593777200  -0.69000605
12326.003 0.31536737		            0.34119239  	-0.66620719	    -0.3980174        -0.60615569    0.53206272        0.5071587500	  0.1553200600  -0.66620719
12328.021 0.30756773		            0.31310179  	-0.64152413	    -0.43401996       -0.58984647    0.55074251        0.4883122700	  0.1514457400  -0.64152413
12330.039 0.29903172		            0.28608691  	-0.61600184	    -0.46824654       -0.56275947    0.56500085        0.4687898500	  0.1476027600  -0.61600184
12332.057 0.28995096		            0.26071822  	-0.5897698	    -0.49820847       -0.52645728    0.57276399        0.4499585900	  0.1437191200  -0.5897698
12334.075 0.28036399		            0.23720573  	-0.56305632	    -0.52129192       -0.48382615    0.57357697        0.4316033400	  0.1397948100  -0.56305632
12336.093 0.27032186		            0.21592515  	-0.53662262	    -0.53696262       -0.4390503     0.56932583        0.4133248400	  0.1359968100  -0.53662262
12338.111 0.26003212		            0.1971173		-0.51105026	    -0.54462693       -0.39445428    0.56180348        0.3955252200	  0.1325072500  -0.51105026
12340.129 0.24969699		            0.18035659  	-0.48604884	    -0.54271781       -0.35168567    0.55293675        0.3782277500	  0.1293200600  -0.48604884
12342.147 0.23950364		            0.16525307  	-0.46122663	    -0.52989504       -0.31342948    0.54466042        0.3617663100	  0.1264139700  -0.46122663
12344.165 0.22960537		            0.15191211  	-0.43651911	    -0.50647128       -0.27994141    0.53666883        0.3468283500	  0.1237889600  -0.43651911
12346.183 0.22022971		            0.14005909  	-0.41210545	    -0.4744747        -0.24952337    0.52703526        0.3334591900	  0.1214006500  -0.41210545
12348.201 0.21165678		            0.12935461  	-0.38827078	    -0.43648594       -0.22179848    0.5141136	       0.3215880400	  0.1191760700  -0.38827078
12350.219 0.20395804		            0.11983637  	-0.36516015	    -0.3956841        -0.19631695    0.49711478        0.3096837600	  0.1170866800  -0.36516015
12352.237 0.19707447		            0.11142952  	-0.34282136	    -0.35601979       -0.17131094    0.4764971	       0.2971290600	  0.1151324800  -0.34282136
12354.254 0.19092922		            0.10410079  	-0.32150856	    -0.31932117       -0.14558239    0.45304871        0.2858116900	  0.1133718700  -0.32150856
12356.272 0.18538561		            0.097914736 	-0.30142828	    -0.28508382       -0.11946481    0.42738875        0.2756301900	  0.1119532200  -0.30142828
12358.29  0.18035124		            0.093001457 	-0.28262081	    -0.25363418       -0.094265165   0.40116775        0.2657228000	  0.1109310300  -0.28262081
12360.308 0.17593009		            0.089481299 	-0.26512847	    -0.22575803       -0.071090826   0.37658649        0.2559671200	  0.1102377300  -0.26512847
12362.326 0.17213125		            0.087043972 	-0.24882087	    -0.2010919        -0.050803832   0.35495027        0.2468201500	  0.1098411600  -0.24882087
12364.344 0.16874237		            0.085288968 	-0.23337047	    -0.17941837       -0.034445859   0.33699597        0.2384012400	  0.1097413300  -0.23337047
12366.362 0.16561975		            0.084146103 	-0.21857875	    -0.16053147       -0.021813435   0.3230354	       0.2302534700	  0.1099382400  -0.21857875
12368.38  0.16274812		            0.083486845 	-0.20430685	    -0.14253914       -0.011352927   0.31295696        0.2223563000	  0.1104510700  -0.20430685
12370.398 0.16019186		            0.083209324 	-0.19043135	    -0.12284063       -0.0019520547  0.30667617        0.2157361300	  0.1113532400  -0.19043135
12372.416 0.15803785		            0.083318566 	-0.17684599	    -0.10100986       0.0068739555   0.30389653        0.2102682500	  0.1126989600  -0.17684599
12374.434 0.15634751		            0.08381077  	-0.16324977	    -0.079107216      0.015484596    0.30387454        0.2048850700	  0.1144298400  -0.16324977
12376.452 0.15518676		            0.084728831 	-0.14945597	    -0.059050221      0.02400707     0.3056199	       0.1997107700	  0.1163974900  -0.14945597
12378.47  0.15440998		            0.086053305 	-0.1354485	    -0.041025735      0.032347346    0.30750548        0.1947859600	  0.1185119600  -0.1354485
12380.488 0.15382903		            0.087738001 	-0.12131873	    -0.0240975        0.040156867    0.30713314        0.1902093700	  0.1210394500  -0.12131873
12382.506 0.15342691		            0.089790581 	-0.10719519	    -0.0068057846     0.047173304    0.30271551        0.1861048100	  0.1240825400  -0.10719519
12384.524 0.15333414		            0.092161542 	-0.093280796	    0.012386584       0.053385325    0.29400406        0.1824023600	  0.1274775900  -0.093280796
12386.542 0.15372151		            0.09477974  	-0.079973835	    0.034168995       0.058660962    0.28161967        0.1790545600	  0.1312246100  -0.079973835
12388.56  0.15460979		            0.09761953  	-0.067484898	    0.057935135       0.062847134    0.26643453        0.1761711700	  0.1353043900  -0.067484898
12390.578 0.15593012		            0.10063574  	-0.055791603	    0.081997532       0.065744255    0.2503357	       0.1738144200	  0.1396432400  -0.055791603
12392.596 0.15767438		            0.10377454  	-0.044854347	    0.10525448        0.066937135    0.23578865        0.1719842900	  0.1441866700  -0.044854347
12394.614 0.15985158		            0.10697777  	-0.034648259	    0.12769168        0.066164919    0.22416446        0.1705972300	  0.1489346700  -0.034648259
12396.632 0.16244043		            0.1100915		-0.024942663	    0.14876901        0.063295681    0.21545186        0.1695290800	  0.1537674400  -0.024942663
12398.65  0.16544901		            0.11298259  	-0.015457585	    0.16749584        0.058215129    0.20896753        0.1687392200	  0.1585616300  -0.015457585
12400.668 0.16881851		            0.11559381  	-0.0060385489	    0.18342611        0.051188886    0.20446601        0.1682276500	  0.1631609000  -0.0060385489
12402.686 0.1724304		            0.11782293  	0.003216895	    0.1965452	      0.042560134    0.20212534        0.1679988400	  0.1675855600  0.003216895
12404.704 0.17622001		            0.11960778  	0.012160469	    0.20721855        0.03240568     0.20172827        0.1680646800	  0.1720087800  0.012160469
12406.722 0.18015681		            0.12092016  	0.021084523	    0.21591775        0.020791505    0.20287723        0.1683557400	  0.1765342800  0.021084523
12408.74  0.18425539		            0.12165849  	0.030288216	    0.22275043        0.0076161337   0.20533693        0.1687328400	  0.1817648400  0.030288216
12410.758 0.18851835		            0.12176918  	0.039808225	    0.22766569        -0.0071292846  0.20776433        0.1691337900	  0.1875353400  0.039808225
12412.776 0.19285338		            0.12117661  	0.049484262	    0.22973696        -0.022539522   0.20717136        0.1695585800	  0.1931031900  0.049484262
12414.794 0.1971896		            0.11974549  	0.059124052	    0.22736285        -0.037378946   0.20119739        0.1700072100	  0.1983658700  0.059124052
12416.812 0.20149327		            0.11751661  	0.068454268	    0.22062933        -0.050838967   0.19006423        0.1704796800	  0.2034190700  0.068454268
12418.83  0.20561001		            0.11473421  	0.07698299	    0.21095224        -0.062125094   0.17539791        0.1709759900	  0.2083861100  0.07698299
12420.848 0.20941377		            0.11156516  	0.084465943	    0.19902561        -0.070730002   0.15843203        0.1714881500	  0.2131571300  0.084465943
12422.866 0.21295683		            0.10808393  	0.091124392	    0.18512694        -0.076825307   0.14032029        0.1719570900	  0.2176092300  0.091124392
12424.884 0.21628683		            0.10436925  	0.097122832	    0.16950205        -0.080732693   0.12190836        0.1723242600	  0.2217328400  0.097122832
12426.902 0.2193805		            0.10048043  	0.10239128	    0.15186526        -0.082449993   0.10301849        0.1725821900	  0.2254241000  0.10239128
12428.92  0.22212456		            0.096564555 	0.10675832	    0.13162855        -0.081567581   0.083327405       0.1727308900	  0.2280801800  0.10675832
12430.938 0.22439755		            0.09273821  	0.11004322	    0.10847045        -0.077679552   0.063074093       0.1727703600	  0.2297839900  0.11004322
12432.956 0.22619408		            0.089127114 	0.112323	    0.083611629       -0.071271179   0.04331686        0.1727005800	  0.2311150800  0.112323
12434.974 0.22751019		            0.085946466 	0.11375959	    0.059562134       -0.063381663   0.025571394       0.1725215800	  0.2320951700  0.11375959
12436.992 0.22831442		            0.083305181 	0.11439402	    0.037528722       -0.054657801   0.010279126       0.1722333300	  0.2327063800  0.11439402
12439.01  0.22872848		            0.081078392 	0.11442435	    0.0174818	      -0.045699251   -0.0032578874     0.1718358500	  0.2328468400  0.11442435
12441.028 0.2288624		            0.079178381 	0.11398863	    -0.00041597454    -0.036969268   -0.015838555      0.1713750400	  0.2324903600  0.11398863
12443.046 0.22870357		            0.077638761 	0.1130456	    -0.016378782      -0.028234091   -0.028242175      0.1709480900	  0.2317331600  0.1130456
12445.064 0.22824974		            0.076492026 	0.11155858	    -0.030770723      -0.019035441   -0.040677022      0.1706062700	  0.2306379400  0.11155858
12447.082 0.22749798		            0.075817458 	0.10940447	    -0.043194774      -0.0092413745  -0.052461912      0.1703495600	  0.2292048200  0.10940447
12449.1   0.22650169		            0.075626934 	0.10659159	    -0.05300785       0.00093022767  -0.062966179      0.1701779900	  0.2274338500  0.10659159
12451.118 0.22537151		            0.075906025 	0.10335311	    -0.059766318      0.011011584    -0.071666014      0.1700915400	  0.2254075500  0.10335311
12453.136 0.22416799		            0.076675541 	0.099861941	    -0.063578755      0.020698898    -0.078118495      0.1700902100	  0.2232892200  0.099861941
12455.154 0.22293526		            0.077880946 	0.096153588	    -0.065282832      0.030110164    -0.082652358      0.1701740100	  0.2211591600  0.096153588
12457.172 0.22170644		            0.079474175 	0.092270602	    -0.065730313      0.039747383    -0.086055516      0.1703591900	  0.2190552800  0.092270602
12459.19  0.22047871		            0.081455209 	0.088256801	    -0.065499735      0.050244271    -0.088668655      0.1706711400	  0.2170757900  0.088256801
12461.208 0.21926328		            0.083875566 	0.084160621	    -0.064872613      0.061408373    -0.090128951      0.1710810400	  0.2152468900  0.084160621
12463.226 0.21806185		            0.086920153 	0.079981937	    -0.063655911      0.072190707    -0.089957878      0.1715463400	  0.2134723500  0.079981937
12465.244 0.21686987		            0.09066079  	0.075774567	    -0.061781847      0.081717544    -0.08831891       0.1720623900	  0.2116895400  0.075774567
12467.262 0.21571682		            0.094834904 	0.071727481	    -0.059559397      0.089297983    -0.08580807       0.1726292000	  0.2098984600  0.071727481
12469.28  0.2146394		            0.099176263 	0.067955381	    -0.057144125      0.094440889    -0.082871754      0.1732467600	  0.2080991200  0.067955381
12471.298 0.2136219		            0.10360219  	0.064361616	    -0.054707378      0.09761571     -0.080155709      0.1739150800	  0.2062915000  0.064361616
12473.316 0.21263552		            0.10811516  	0.060820521	    -0.052794759      0.10001689     -0.078428015      0.1746341500	  0.2044794200  0.060820521
12475.334 0.2116773		            0.11274431  	0.05730878	    -0.051799244      0.10228702     -0.077700663      0.1753769500	  0.2026679000  0.05730878
12477.352 0.21074332		            0.11748485  	0.053799305	    -0.051535132      0.10373407     -0.077287425      0.1760460100	  0.2008618600  0.053799305
12479.37  0.20980226		            0.12236016  	0.050274082	    -0.05174147       0.10302037     -0.076657383      0.1765617400	  0.1990649700  0.050274082
12481.388 0.2088334		            0.12729249  	0.046763701	    -0.052495327      0.099798133    -0.075697726      0.1769150300	  0.1972772100  0.046763701
12483.406 0.20784748		            0.13196228  	0.04332684	    -0.054026812      0.09469678     -0.074469596      0.1771058800	  0.1954985900  0.04332684
12485.424 0.20685047		            0.13610765  	0.039996917	    -0.056457187      0.08823885     -0.07310435       0.1771342800	  0.1937291100  0.039996917
12487.442 0.2058152		            0.13985541  	0.036741337	    -0.06000342       0.081200334    -0.071811728      0.1770002400	  0.1919664600  0.036741337
12489.46  0.20469086		            0.14338579  	0.033519835	    -0.065393122      0.074627082    -0.070785131      0.1767037600	  0.1902065400  0.033519835
12491.478 0.20345367		            0.14670364  	0.030325614	    -0.073277025      0.068632428    -0.070018853      0.1762448400	  0.1884475400  0.030325614
12493.496 0.20207711		            0.1497624		0.027159506	    -0.083093925      0.062368847    -0.069315642      0.1756234700	  0.1866856800  0.027159506
12495.514 0.20046923		            0.1525065		0.024024956	    -0.093571655      0.055210182    -0.068456371      0.1748667600	  0.1849163800  0.024024956
12497.532 0.19857983		            0.15490841  	0.020921926	    -0.10385106       0.047330949    -0.067317461      0.1740560200	  0.1831388700  0.020921926
12499.55  0.19648539		            0.1569143		0.017867156	    -0.11305782       0.039370415    -0.065882307      0.1732454400	  0.1813531300  0.017867156
12501.568 0.19427126		            0.15847611  	0.014896339	    -0.12019887       0.031748633    -0.064166047      0.1724066800	  0.1795591900  0.014896339
12503.586 0.19196145		            0.15968015  	0.01202393	    -0.12517321       0.024742325    -0.062194216      0.1715074500	  0.1777389000  0.01202393
12505.604 0.18957594		            0.16063094  	0.009247292	    -0.12850926       0.018760363    -0.059975849      0.1705438400	  0.1758138600  0.009247292
12507.622 0.18713715		            0.16133336  	0.0065655953	    -0.13032002       0.01382923     -0.057450142      0.1695158400	  0.1737260600  0.0065655953
12509.64  0.18466772		            0.16182798  	0.0039847775	    -0.13046317       0.0094298102   -0.054554738      0.1684234400	  0.1714796100  0.0039847775
12511.658 0.18220864		            0.16215972  	0.0015472293	    -0.12942014       0.0049360984   -0.051240696      0.1672014600	  0.1690763300  0.0015472293
12513.676 0.17980728		            0.16233406  	-0.000711683	    -0.12835962       -0.00014071879 -0.047523186      0.1657531800	  0.1665166000  -0.000711683
12515.694 0.17748671		            0.16229846  	-0.0027871957	    -0.12786931       -0.0061175053  -0.043631867      0.1640470100	  0.1638289300  -0.0027871957
12517.712 0.1751768		            0.16192798  	-0.0046653159	    -0.12748498       -0.013175213   -0.039862281      0.1620828700	  0.1610413900  -0.0046653159
12519.73  0.17277557		            0.161169		-0.0063618121	    -0.1269272        -0.021220307   -0.036327181      0.1598607600	  0.1581539800  -0.0063618121
12521.748 0.17033941		            0.16001542  	-0.0079168601	    -0.12612291       -0.029862756   -0.032961513      0.1574314800	  0.1551666900  -0.0079168601
12523.766 0.16798654		            0.15844081  	-0.009346722	    -0.12446033       -0.038867135   -0.029603743      0.1548760000	  0.1520976600  -0.009346722
12525.784 0.16572112		            0.1564674		-0.010646202	    -0.12220151       -0.048253304   -0.026142319      0.1522244500	  0.1490253000  -0.010646202
12527.802 0.16350551		            0.15407422  	-0.011772203	    -0.12139592       -0.058091201   -0.022544816      0.1494768400	  0.1460250400  -0.011772203
12529.82  0.16131893		            0.15121157  	-0.012696255	    -0.12339041       -0.068375116   -0.018787004      0.1466331700	  0.1431172600  -0.012696255
12531.838 0.15908788		            0.14786033  	-0.013452121	    -0.12711011       -0.078712131   -0.014958481      0.1437586400	  0.1403072300  -0.013452121
12533.856 0.15667962		            0.14397504  	-0.014047753	    -0.13082473       -0.088501399   -0.011186108      0.1409499600	  0.1375945200  -0.014047753
12535.874 0.15409897		            0.13959957  	-0.014475263	    -0.13405144       -0.09738326    -0.0074135991     0.1382386300	  0.1349506600  -0.014475263
12537.892 0.15150737		            0.13487137  	-0.014734927	    -0.13695258       -0.10509695    -0.0035358105     0.1356222100	  0.1323475700  -0.014734927
12539.91  0.1490065		            0.12985767  	-0.014812504	    -0.13960819       -0.11157152    0.00043591245     0.1330768800	  0.1297852500  -0.014812504
12541.928 0.14649013		            0.12458724  	-0.014701972	    -0.14278165       -0.11706213    0.0043799671      0.1305587600	  0.1272778600  -0.014701972
12543.946 0.14382808		            0.11908623  	-0.014403328	    -0.14727275       -0.12177817    0.0080934761      0.1280192000	  0.1248600200  -0.014403328
12545.964 0.14100774		            0.11335942  	-0.013921789	    -0.15215499       -0.12578597    0.011429341       0.1254319600	  0.1225521900  -0.013921789
12547.982 0.13806613		            0.10746641  	-0.013299739	    -0.15507433       -0.1290695     0.014323515       0.1227970400	  0.1203392300  -0.013299739
12550     0.13508071		            0.10145633  	-0.012572943	    -0.15433065       -0.13153898    0.016779713       0.1201355400	  0.1182007700  -0.012572943
12552.018 0.13214163		            0.09534565  	-0.011752164	    -0.14986322       -0.13327746    0.018905599       0.1174717600	  0.1161315500  -0.011752164
12554.036 0.1293598		            0.089180167 	-0.010849693	    -0.14273419       -0.13425284    0.02094675        0.1148089600	  0.1141315600  -0.010849693
12556.054 0.12679744		            0.082986159 	-0.0098567667	    -0.13432139       -0.13405548    0.023228583       0.1121471400	  0.1122023400  -0.0098567667
12558.072 0.12442801		            0.076763668 	-0.0087808645	    -0.12595661       -0.13250314    0.025902805       0.1094887300	  0.1103697700  -0.0087808645
12560.09  0.12219517		            0.070636088 	-0.0075811545	    -0.11873434       -0.12969801    0.028793015       0.1068575800	  0.1086582300  -0.0075811545
12562.108 0.12006684		            0.064733354 	-0.0061972435	    -0.11306669       -0.12567323    0.031629698       0.1042948500	  0.1070535800  -0.0061972435
12564.126 0.11802866		            0.05907131  	-0.0046436965	    -0.10889263       -0.12068073    0.034220114       0.1018351000	  0.1055211900  -0.0046436965
12566.144 0.11606472		            0.053659358 	-0.0029895709	    -0.10604594       -0.11524675    0.036333569       0.0994931200	  0.1040406000  -0.0029895709
12568.162 0.11415006		            0.048499227 	-0.0012868981	    -0.1042541        -0.10967376    0.03783026        0.0972689020	  0.1026118000  -0.0012868981
12570.18  0.11223809		            0.043597171 	0.00046219455	    -0.10311676       -0.10398722    0.038814862       0.0951413640	  0.1012348100  0.00046219455
12572.198 0.11031787		            0.038959108 	0.0022563141	    -0.10208786       -0.09815355    0.039504281       0.0930861840	  0.0999096220  0.0022563141
12574.216 0.10840455		            0.034586293 	0.004079206	    -0.10048239       -0.092426272   0.039875266       0.0911001190	  0.0986490280  0.004079206
12576.234 0.10652711		            0.030491044 	0.005911031	    -0.097774738      -0.087394018   0.039658599       0.0891872550	  0.0974716000  0.005911031
12578.252 0.10471715		            0.026687568 	0.0077490252	    -0.093917563      -0.083391219   0.038789453       0.0873668220	  0.0963587480  0.0077490252
12580.27  0.10299882		            0.023053456 	0.0095312348	    -0.089116042      -0.080491309   0.037520537       0.0856539590	  0.0952860840  0.0095312348
12582.288 0.10138812		            0.019453536 	0.011193854	    -0.08357647       -0.078813487   0.036118127       0.0840288990	  0.0942536090  0.011193854
12584.306 0.099882043		            0.015876898 	0.012753609	    -0.077593561      -0.078187898   0.034787676       0.0824570780	  0.0932613190  0.012753609
12586.324 0.098489605		            0.012314376 	0.014272424	    -0.071587198      -0.07797873    0.033788913       0.0809237170	  0.0923092210  0.014272424
12588.342 0.097224047		            0.0087470362	0.015786674	    -0.065799929      -0.077637223   0.033225447       0.0794288160	  0.0913973090  0.015786674
12590.36  0.0960731		            0.0051634534	0.01728855	    -0.06043589       -0.0769777     0.032912332       0.0779723710	  0.0905255880  0.01728855
12592.378 0.095011153		            0.0016088497	0.01877803	    -0.055938076      -0.075864423   0.032607927       0.0765543850	  0.0896994140  0.01877803
12594.396 0.094031748		            -0.0018566008	0.020255096	    -0.052532838      -0.074082697   0.032233091       0.0751748560	  0.0889458410  0.020255096
12596.414 0.093109415		            -0.0052280681	0.021714439	    -0.050018015      -0.07161187    0.031786916       0.0738490590	  0.0882792560  0.021714439
12598.432 0.092209555		            -0.0084762783	0.023149949	    -0.048160291      -0.068668049   0.031224787       0.0725844820	  0.0876923530  0.023149949
12600.45  0.091325682		            -0.011562475	0.024560373	    -0.046786481      -0.065373129   0.030529935       0.0713733510	  0.0871851350  0.024560373
12602.468 0.090463972		            -0.014482158	0.025938721	    -0.045611016      -0.061745746   0.029746923       0.0702156610	  0.0867575990  0.025938721
12604.486 0.089629537		            -0.017233472	0.027271687	    -0.044391009      -0.057874665   0.028907329       0.0691114150	  0.0864097470  0.027271687
12606.504 0.088817518		            -0.019809125	0.028559635	    -0.043103211      -0.053939864   0.028019894       0.0680606160	  0.0861415770  0.028559635
12608.522 0.088025773		            -0.022190844	0.029811018	    -0.041833684      -0.050193467   0.027123193       0.0670632570	  0.0859530920  0.029811018
12610.54  0.087260495		            -0.02436955 	0.031024357	    -0.040578653      -0.046824524   0.026245761       0.0661193420	  0.0858442880  0.031024357
12612.558 0.086519497		            -0.026393547	0.032196857	    -0.039261351      -0.044016174   0.025368156       0.0652288740	  0.0857938760  0.032196857
12614.576 0.085800261		            -0.028323718	0.033328531	    -0.037864546      -0.04199365    0.024474937       0.0643908420	  0.0857356100  0.033328531
12616.594 0.085106261		            -0.030176664	0.034419381	    -0.036391152      -0.04073501    0.023585099       0.0635810460	  0.0856245460  0.034419381
12618.612 0.084441287		            -0.031994146	0.035469393	    -0.034815859      -0.039985184   0.022713272       0.0627689310	  0.0854606870  0.035469393
12620.63  0.083808801		            -0.033810269	0.036478545	    -0.033143842      -0.039565406   0.021831348       0.0619471270	  0.0852440320  0.036478545
12622.648 0.083208807		            -0.035620089	0.037451209	    -0.031457443      -0.039343564   0.020910473       0.0611156340	  0.0849745760  0.037451209
12624.666 0.0826413		            -0.037420838	0.038386875	    -0.029900843      -0.039144412   0.019967533       0.0602744560	  0.0846523260  0.038386875
12626.684 0.082106277		            -0.03921085 	0.039273303	    -0.028573416      -0.038887666   0.019015976       0.0594235900	  0.0842772810  0.039273303
12628.702 0.081595704		            -0.040989612	0.040109621	    -0.027528906      -0.038563854   0.018051439       0.0585630370	  0.0838494360  0.040109621
12630.72  0.081098071		            -0.042753192	0.040904333	    -0.026870099      -0.038081609   0.017101851       0.0576927930	  0.0833686560  0.040904333
12632.738 0.08060989		            -0.044497895	0.04165939	    -0.026654562      -0.037301403   0.016196097       0.0568260730	  0.0828476550  0.04165939
12634.756 0.080124661		            -0.046215367	0.042374723	    -0.026811673      -0.036183625   0.015317395       0.0559821350	  0.0823097600  0.042374723
12636.774 0.079629776		            -0.047867654	0.043050333	    -0.027265236      -0.034765486   0.014442752       0.0551708700	  0.0817654300  0.043050333
12638.792 0.079119109		            -0.049426588	0.043686221	    -0.027965798      -0.033081681   0.013593696       0.0543961210	  0.0812146670  0.043686221
12640.81  0.078592368		            -0.050897743	0.044282398	    -0.028811853      -0.031233181   0.012837891       0.0536578840	  0.0806574770  0.044282398
12642.828 0.078049006		            -0.052284976	0.044838866	    -0.029702492      -0.029364186   0.012233353       0.0529561600	  0.0800938490  0.044838866
12644.846 0.07748877		            -0.053588279	0.045367283	    -0.030602817      -0.027521449   0.011796672       0.0522909530	  0.0795237940  0.045367283
12646.864 0.07691167		            -0.054807627	0.045886647	    -0.031505824      -0.025621259   0.011520926       0.0516622570	  0.0789473010  0.045886647
12648.882 0.076317713		            -0.055943007	0.046404304	    -0.03239365       -0.023555275   0.01136533        0.0510700750	  0.0783661330  0.046404304
12650.9   0.075706958		            -0.056993259	0.04692045	    -0.033189327      -0.021365495   0.011248532       0.0505094360	  0.0777837970  0.04692045
12652.918 0.075079808		            -0.057930605	0.047431758	    -0.033746574      -0.019192328   0.011092823       0.0499343510	  0.0772051230  0.047431758
