11765     0                  0.0050327614	  -0.00071963832       0		  -0.00040618335  0.0016101085    -0.00071963832    -0.00071963832	2.9614183e-05
11767.018 0		     0.0050115156	  -0.00064993586       0		  -0.00040618335  0.0016905946    -0.00064993586    -0.00064993586	2.281046e-05
11769.036 0		     0.0049902698	  -0.00058023339       0		  -0.00040618335  0.0017710808    -0.00058023339    -0.00058023339	1.6006737e-05
11771.054 0		     0.004969024	  -0.00051053093       0		  -0.00040618335  0.0018515669    -0.00051053093    -0.00051053093	9.2030146e-06
11773.072 0		     0.0049477782	  -0.00044082847       0		  -0.00040618335  0.0021735117    -0.00044082847    -0.00044082847	2.3992916e-06
11775.09  0		     0.0049265324	  -0.000371126         0		  -0.0004061818   0.0028173955    -0.000371126      -0.000371126	-4.4044313e-06
11777.108 0		     0.0049052866	  -0.00026974728       0		  -0.00040618026  0.0037731548    -0.00026974728    -0.00026974728	-1.4108612e-05
11779.126 0		     0.0048840408	  -0.00010501558       0		  -0.00040617717  0.0049893136    -0.00010501558    -0.00010501558	-2.9613855e-05
11781.144 0		     0.0048627953	  0.00012306638        0		  -0.00040617409  0.0063133007    0.00012306638     0.00012306638	-5.0920162e-05
11783.162 0		     0.0048415499	  0.00041053957        0		  -0.00040617254  0.007554783	  0.00041053957     0.00041053957	-7.8027531e-05
11785.18  0		     0.0048203047	  0.0007411047         0		  -0.00040617254  0.0086220724    0.0007411047      0.0007411047	-0.00011093596
11787.198 0		     0.0047990594	  0.0011026901         0		  -0.00040617409  0.0094736411    0.0011026901      0.0011026901	-0.00014964546
11789.216 0		     0.0047778139	  0.0014958126         0		  -0.00040617717  0.0100986	  0.0014958126      0.0014958126	-0.00019415601
11791.234 0		     0.0047565682	  0.0019155445         0		  -0.00040618026  0.01055	  0.0019155445      0.0019155445	-0.00024446764
11793.252 0		     0.0047353224	  0.002346509	       0		  -0.0004061818   0.010863094	  0.002346509	    0.002346509 	-0.00030007903
11795.27  0		     0.0047140766	  0.0027795387         0		  -0.00040618335  0.011050728	  0.0027795387      0.0027795387	-0.00035808981
11797.288 0		     0.0046928307	  0.0032163108         0		  -0.00040618489  0.011177162	  0.0032163108      0.0032163108	-0.00041610058
11799.306 0		     0.0046715849	  0.0036574664         0		  -0.00040618643  0.011335198	  0.0036574664      0.0036574664	-0.00047411136
11801.324 0		     0.0046503388	  0.0041030083         0		  -0.00040618798  0.011566068	  0.0041030083      0.0041030083	-0.00053212214
11803.342 0		     0.0046290926	  0.0045579213         0		  -0.00040618798  0.011866988	  0.0045579213      0.0045579213	-0.00059013291
11805.36  0		     0.0046078463	  0.0050292003         0		  -0.00040618798  0.012234392	  0.0050292003      0.0050292003	-0.00064814369
11807.378 0		     0.0045866001	  0.0055185853         0		  -0.00040618643  0.012655003	  0.0055185853      0.0055185853	-0.00070615446
11809.396 0		     0.0045653541	  0.0060255595         0		  -0.00040618489  0.013095758	  0.0060255595      0.0060255595	-0.00076416524
