11800 0.015820189
11800.407 0.015847477
11800.814 0.015874764
11801.221 0.015902052
11801.628 0.015929339
11802.035 0.015956627
11802.442 0.015983914
11802.848 0.016011202
11803.255 0.016038489
11803.662 0.016065776
11804.069 0.016093064
11804.476 0.016120351
11804.883 0.016147639
11805.29 0.016174926
11805.697 0.016202214
11806.104 0.016229501
11806.511 0.016256789
11806.918 0.016284076
11807.325 0.016311364
11807.731 0.016338651
11808.138 0.016365939
11808.545 0.016393226
11808.952 0.016420514
11809.359 0.016447801
11809.766 0.016475089
11810.173 0.016502376
11810.58 0.016529664
11810.987 0.016556951
11811.394 0.016584238
11811.801 0.016611526
11812.208 0.016638813
11812.614 0.016666101
11813.021 0.016693388
11813.428 0.016720676
11813.835 0.016747963
11814.242 0.016775251
11814.649 0.016802538
11815.056 0.016829826
11815.463 0.016857113
11815.87 0.016884401
11816.277 0.016911688
11816.684 0.016938976
11817.091 0.016966263
11817.497 0.016993551
11817.904 0.017020838
11818.311 0.017048126
11818.718 0.017075413
11819.125 0.0171027
11819.532 0.017129988
11819.939 0.017157275
11820.346 0.017184563
11820.753 0.01721185
11821.16 0.017239138
11821.567 0.017266425
11821.974 0.017293713
11822.38 0.017321
11822.787 0.017348288
11823.194 0.017375575
11823.601 0.017402863
11824.008 0.01743015
11824.415 0.017457438
11824.822 0.017484725
11825.229 0.017512013
11825.636 0.0175393
11826.043 0.017566588
11826.45 0.017593875
11826.857 0.017621162
11827.263 0.01764845
11827.67 0.017675737
11828.077 0.017703025
11828.484 0.017730312
11828.891 0.0177576
11829.298 0.017784887
11829.705 0.017812175
11830.112 0.017839462
11830.519 0.01786675
11830.926 0.017894037
11831.333 0.017921325
11831.74 0.017948612
11832.146 0.0179759
11832.553 0.018003187
11832.96 0.018030475
11833.367 0.018057762
11833.774 0.01808505
11834.181 0.018112337
11834.588 0.018139625
11834.995 0.018166912
11835.402 0.018194199
11835.809 0.018221487
11836.216 0.018248774
11836.623 0.018276062
11837.03 0.018303349
11837.436 0.018330637
11837.843 0.018357924
11838.25 0.018385212
11838.657 0.018412499
11839.064 0.018439787
11839.471 0.018467074
11839.878 0.018494362
11840.285 0.018521649
11840.692 0.018548937
11841.099 0.018576224
11841.506 0.018603512
11841.913 0.018630799
11842.319 0.018658087
11842.726 0.018685374
11843.133 0.018712661
11843.54 0.018739949
11843.947 0.018767236
11844.354 0.018794524
11844.761 0.018821811
11845.168 0.018849099
11845.575 0.018876386
11845.982 0.018903674
11846.389 0.018930961
11846.796 0.018958249
11847.202 0.018985536
11847.609 0.019012824
11848.016 0.019040111
11848.423 0.019067399
11848.83 0.019094686
11849.237 0.019121974
11849.644 0.019149261
11850.051 0.019176549
11850.458 0.019203836
11850.865 0.019231123
11851.272 0.019258411
11851.679 0.019285698
11852.085 0.019312986
11852.492 0.019340273
11852.899 0.019367561
11853.306 0.019394848
11853.713 0.019422136
11854.12 0.019449423
11854.527 0.019476711
11854.934 0.019503998
11855.341 0.019531286
11855.748 0.019558573
11856.155 0.019585861
11856.562 0.019613148
11856.968 0.019640436
11857.375 0.019667723
11857.782 0.019695011
11858.189 0.019722298
11858.596 0.019749585
11859.003 0.019776873
11859.41 0.01980416
11859.817 0.019831448
